id,category,description,carbohydrate,kilocalories,protein,fat,fiber,sugar,carb_percentage,protein_percentage,fat_percentage,generic_category,nutritional_score
1049,CREAM,"CREAM,FLUID,HALF AND HALF",4.3,130,3.0,11.5,0.0,0.159999996,12.961567445365487,9.04295403165034,77.99547852298419,dairy,66.67613192190694
1055,CREAM,"CREAM,SOUR,RED FAT,CULTURED",4.3,135,2.9,12.0,0.0,0.159999996,12.573099415204677,8.47953216374269,78.94736842105262,dairy,66.1001137517782
1050,CREAM,"CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)",3.7,195,2.7,19.3,0.0,0.140000001,7.425990968389362,5.418966382338184,87.15504264927245,dairy,59.36638021162521
1056,CREAM,"CREAM,SOUR,CULTURED",2.9,193,2.1,19.7,0.0,3.5,5.879371515458693,4.257475924987329,89.86315255955398,dairy,57.77624554519659
42141,CREAM SUB,"CREAM SUB,LIQ,LT",9.1,71,0.8,3.5,0.0,9.100000381,51.19549929676512,4.500703234880451,44.30379746835443,dairy,68.71247769111773
1205,CREAM SUB,"CREAM SUB,FLAV,LIQ",35.1,251,0.7,13.5,1.100000024,33.04000092,53.04117869285984,1.057801284472988,45.90102002266716,dairy,42.62940119278468
42136,CREAM SUB,"CREAM SUB,PDR,LT",73.4,431,1.9,15.7,0.0,73.40000153,66.35028248587571,1.7175141242937852,31.932203389830505,dairy,10.988966232550752
1206,CREAM SUB,"CREAM SUB,FLAV,POWDERED",75.4,495,0.0,21.5,1.200000048,58.00999832,60.916986467380326,0.0,39.08301353261968,dairy,10.481909317477218
1069,CREAM SUBSTITUTE,"CREAM SUBSTITUTE,POWDERED",54.9,545,4.8,35.5,0.0,54.88000107,39.33369156367544,3.4390112842557765,57.22729715206879,dairy,5.8453675478577125
18240,CROISSANTS,"CROISSANTS,APPLE",37.1,254,7.4,8.7,2.5,0.0,57.90089738587593,11.548966055403824,30.550136558720247,bakedGoods,61.12688645031167
18239,CROISSANTS,"CROISSANTS,BUTTER",45.8,406,8.2,21.0,2.599999905,11.26000023,45.23456790123456,8.098765432098764,46.66666666666666,bakedGoods,41.68830128650298
18241,CROISSANTS,"CROISSANTS,CHEESE",47.0,414,9.2,20.9,2.599999905,11.35000038,45.531605715669656,8.91256962945023,45.55582465488012,bakedGoods,41.51387318822263
9084,CURRANTS,"CURRANTS,RED&WHITE,RAW",13.8,56,1.4,0.2,4.300000191,7.369999886,88.17891373801918,8.945686900958465,2.8753993610223643,fruits,74.51728084302087
9083,CURRANTS,"CURRANTS,EUROPEAN BLACK,RAW",15.4,63,1.4,0.4,0.0,0.0,87.00564971751413,7.90960451977401,5.084745762711865,fruits,74.09946467616888
9085,CURRANTS,"CURRANTS,ZANTE,DRIED",74.1,283,4.1,0.3,6.800000191,67.27999878,93.946117274168,5.198098256735341,0.8557844690966719,fruits,34.71118056298035
9086,CUSTARD-APPLE,"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",25.2,101,1.7,0.6,2.400000095,0.0,89.20353982300885,6.017699115044247,4.778761061946902,fruits,72.67158871046576
18245,DANISH PASTRY,"DANISH PASTRY,CHEESE",37.2,374,8.0,21.9,1.0,6.949999809,39.37549616300609,8.467848637205611,52.156655199788304,sweets,44.67791695122639
18246,DANISH PASTRY,"DANISH PASTRY,FRUIT,ENR",47.8,371,5.4,18.5,1.899999976,27.53000069,50.408647508568414,5.694700764566307,43.89665172686528,sweets,36.71913031212988
18244,DANISH PASTRY,"DANISH PASTRY,CINN,ENR",44.6,403,7.0,22.4,1.299999952,19.78000069,43.72549019607843,6.862745098039216,49.41176470588235,sweets,36.70696089859258
18247,DANISH PASTRY,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",45.7,430,7.1,25.2,2.0,25.87000084,41.7351598173516,6.484018264840183,51.78082191780822,sweets,31.867596946620445
9087,DATES,"DATES,DEGLET NOOR",75.0,282,2.5,0.4,8.0,63.34999847,95.66326530612244,3.188775510204082,1.1479591836734693,fruits,36.3621622214018
9421,DATES,"DATES,MEDJOOL",75.0,277,1.8,0.1,6.699999809,66.47000122,97.37098344693284,2.336903602726388,0.2921129503407985,fruits,34.39071851231251
1071,DESSERT TOPPING,"DESSERT TOPPING,PDR,1.5 OZ PREP W/1/2 CUP MILK",16.5,188,3.6,12.4,0.0,16.53000069,34.375,7.5,58.12500000000001,dairy,55.40321266300949
1072,DESSERT TOPPING,"DESSERT TOPPING,PRESSURIZED",16.1,264,1.0,22.3,0.0,16.06999969,23.93162393162393,1.4864362690449646,74.5819397993311,dairy,45.74882402001939
1073,DESSERT TOPPING,"DESSERT TOPPING,SEMI SOLID,FRZ",23.1,318,1.2,25.3,0.0,23.04999924,28.43951985226224,1.4773776546629729,70.08310249307479,dairy,37.903618984046346
1070,DESSERT TOPPING,"DESSERT TOPPING,POWDERED",52.5,577,4.9,39.9,0.0,52.54000092,35.67181926278241,3.3293697978596914,60.99881093935791,dairy,3.1762129893757347
19225,DESSERTS,"DESSERTS,RENNIN,TABLETS,UNSWTND",19.8,84,1.0,0.1,0.0,0.0,94.17360285374554,4.756242568370986,1.070154577883472,sweets,72.2740549820989
19168,DESSERTS,"DESSERTS,EGG CUSTARD,BKD,PREPARED-FROM-RECIPE",10.7,105,5.0,4.6,0.0,11.35000038,41.074856046065264,19.19385796545106,39.73128598848369,sweets,66.81810807567743
19094,DESSERTS,"DESSERTS,FLAN,CARAMEL CUSTARD,PREPARED-FROM-RECIPE",22.7,146,4.5,4.0,0.0,23.14999962,62.70718232044198,12.430939226519335,24.86187845303867,sweets,58.60782122664084
19186,DESSERTS,"DESSERTS,APPL CRISP,PREPARED-FROM-RECIPE",30.8,161,1.8,3.4,1.399999976,19.68000031,76.52173913043478,4.472049689440994,19.00621118012422,sweets,58.53886100939187
19182,DESSERTS,"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",16.1,225,4.1,16.0,0.600000024,14.81000042,28.647686832740217,7.295373665480426,64.05693950177935,sweets,52.855752148386586
18436,DOUGHNUTS,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)",44.3,403,6.4,22.8,1.200000048,0.0,43.431372549019606,6.2745098039215685,50.294117647058826,sweets,44.27632677220616
18250,DOUGHNUTS,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED",50.8,426,5.2,22.9,1.5,0.0,47.24482678446872,4.836084631481051,47.919088584050215,sweets,41.99659285645846
18256,DOUGHNUTS,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING",39.0,340,5.9,18.7,0.899999976,21.10000038,44.84047139982754,6.783558493820065,48.3759701063524,sweets,41.38812278871261
18254,DOUGHNUTS,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING",30.0,361,6.4,24.5,0.800000012,14.55000019,32.77792952745152,6.992624965856323,60.22944550669216,sweets,41.108226736059976
18252,DOUGHNUTS,"DOUGHNUTS,CAKE-TYPE,WHEAT,SUGARED OR GLAZED",42.6,360,6.3,19.3,2.200000048,21.57999992,46.141348497156784,6.823720552396425,47.03493095044679,sweets,40.46324877704508
35069,DUCK,"DUCK,SCOTER,WHITE-WINGED,MEAT (ALASKA NATIVE)",0.0,84,20.2,0.4,0.0,0.0,0.0,95.73459715639812,4.265402843601896,poultry,81.5471362279743
5316,DUCK,"DUCK,YNG DUCKL,DOM,WH PEKIN,BRST,MEAT,BNLESS,CKD WO/SKN,BRLD",0.0,140,27.6,2.5,0.0,0.0,0.0,83.06997742663657,16.93002257336343,poultry,80.09492140469199
5145,DUCK,"DUCK,WILD,BREAST,MEAT ONLY,RAW",0.0,123,19.9,4.2,0.0,0.0,0.0,67.80238500851789,32.19761499148211,poultry,77.312185737732
5318,DUCK,"DUCK,YNG DUCKL,DOM,WH PEKIN,LEG,MEAT,BONE IN,CKD WO/SKN,BRSD",0.0,178,29.1,6.0,0.0,0.0,0.0,68.30985915492957,31.69014084507042,poultry,76.8903132751025
5143,DUCK,"DUCK,DOMESTICATED,LIVER,RAW",3.5,136,18.7,4.6,0.0,0.0,10.752688172043012,57.45007680491552,31.79723502304148,poultry,75.57601829537212
7021,DUTCH BRAND LOAF,"DUTCH BRAND LOAF,CHICK,PORK & BF",3.9,273,12.0,22.9,0.300000012,0.899999976,5.78420467185762,17.797552836484982,76.4182424916574,meats,56.57553163062117
1135,EGG,"EGG,WHITE,DRIED,FLAKES,GLUCOSE RED",4.2,351,76.9,0.0,0.0,4.170000076,5.178791615289765,94.82120838471025,0.0,eggs,85.89161126903167
1124,EGG,"EGG,WHITE,RAW,FRESH",0.7,48,10.9,0.2,0.0,0.709999979,5.809128630705394,90.45643153526972,3.7344398340248968,eggs,79.70144421248882
1172,EGG,"EGG,WHITE,RAW,FROZEN",1.1,47,9.8,0.0,0.0,0.0,10.091743119266056,89.90825688073394,0.0,eggs,79.5838066903524
1143,EGG,"EGG SUBSTITUTE,LIQUID",0.6,84,12.0,3.3,0.0,0.639999986,2.9962546816479403,59.925093632958806,37.07865168539326,eggs,76.59013479775672
1131,EGG,"EGG,WHL,CKD,POACHED",0.8,142,12.5,9.9,0.0,0.769999981,2.2487702037948,35.13703443429374,62.61419536191145,eggs,70.46892762567035
11209,EGGPLANT,"EGGPLANT,RAW",5.7,24,1.0,0.2,3.400000095,2.349999905,79.72027972027972,13.986013986013983,6.293706293706293,vegetables,78.37092346048729
11783,EGGPLANT,"EGGPLANT,CKD,BLD,DRND,W/SALT",8.1,33,0.8,0.2,2.5,3.200000048,86.63101604278076,8.556149732620321,4.812834224598931,vegetables,76.61447356852756
11210,EGGPLANT,"EGGPLANT,CKD,BLD,DRND,WO/SALT",8.7,35,0.8,0.2,2.5,3.200000048,87.43718592964824,8.040201005025127,4.522613065326634,vegetables,76.45221492905468
43146,EGGPLANT,"EGGPLANT,PICKLED",9.8,49,0.9,0.7,2.5,4.800000191,79.83706720977597,7.331975560081466,12.830957230142564,vegetables,74.59435344908267
9088,ELDERBERRIES,"ELDERBERRIES,RAW",18.4,73,0.7,0.5,7.0,0.0,90.97651421508036,3.4610630407911,5.562422744128554,fruits,77.46633144523125
11213,ENDIVE,"ENDIVE,RAW",3.4,17,1.2,0.2,3.099999905,0.25,67.32673267326733,23.76237623762376,8.910891089108912,vegetables,79.69333121033831
18266,ENGLISH MUFFINS,"ENGLISH MUFFINS,WHOLE-WHEAT",40.4,203,8.8,2.1,6.699999809,8.090000153,74.91886879925822,16.318961520630506,8.762169680111267,bakedGoods,66.99659254721377
18264,ENGLISH MUFFINS,"ENGLISH MUFFINS,WHEAT",44.8,223,8.7,2.0,4.599999905,1.559999943,77.24137931034483,15.0,7.758620689655173,bakedGoods,66.6355672218797
18267,ENGLISH MUFFINS,"ENGLISH MUFFINS,WHOLE-WHEAT,TSTD",44.1,221,9.6,2.3,7.300000191,8.789999962,74.90445859872612,16.305732484076433,8.789808917197451,bakedGoods,65.98247637591793
18265,ENGLISH MUFFINS,"ENGLISH MUFFINS,WHEAT,TSTD",48.7,243,9.4,2.1,5.0,1.700000048,77.51691205730204,14.962196577795464,7.520891364902507,bakedGoods,65.53220849252946
18260,ENGLISH MUFFINS,"ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)",46.3,235,9.1,1.8,2.799999952,0.810000002,77.88057190916737,15.306980656013458,6.812447434819176,bakedGoods,65.04137609563007
9090,FIGS,"FIGS,CND,H2O PK,SOL&LIQUIDS",14.0,53,0.4,0.1,2.200000048,11.78999996,95.72649572649571,2.735042735042735,1.5384615384615383,fruits,71.14230101915506
9093,FIGS,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",27.9,107,0.4,0.1,0.0,0.0,97.80893952673094,1.4022787028922,0.7887817703768625,fruits,70.11601507710952
9089,FIGS,"FIGS,RAW",19.2,74,0.8,0.3,2.900000095,16.26000023,92.8657799274486,3.869407496977025,3.2648125755743647,fruits,68.22570189560999
9091,FIGS,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",17.9,69,0.4,0.1,1.799999952,16.14999962,96.62618083670716,2.159244264507423,1.2145748987854252,fruits,67.81599898557343
9092,FIGS,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",22.9,88,0.4,0.1,2.200000048,20.70000076,97.3432518597237,1.7003188097768334,0.9564293304994688,fruits,64.68846330960375
35040,FISH,"FISH,HERRING EGGS,PACIFIC,DRY (ALASKA NATIVE)",2.8,312,60.4,6.6,0.0,0.0,3.587443946188341,77.38629083920564,19.026265214606024,fish,81.10903790139751
35046,FISH,"FISH,LINGCOD,MEAT,RAW (ALASKA NATIVE)",0.0,79,17.9,0.8,0.0,0.0,0.0,90.86294416243656,9.137055837563452,fish,80.73584303060989
15262,FISH,"FISH,TILAPIA,CKD,DRY HEAT",0.0,128,26.1,2.6,0.0,0.0,0.0,81.69014084507043,18.30985915492958,fish,80.31397056798039
15261,FISH,"FISH,TILAPIA,RAW",0.0,96,20.1,1.7,0.0,0.0,0.0,84.01253918495298,15.98746081504702,fish,80.20850245232302
35188,FISH,"FISH,HALIBUT,CKD,W/ SKN (ALASKA NATIVE)",0.0,113,22.1,2.7,0.0,0.0,0.0,78.43833185448092,21.56166814551908,fish,79.55946789443146
7905,FRANKFURTER,"FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",11.2,109,12.5,1.6,0.0,0.0,41.02564102564102,45.78754578754579,13.186813186813188,meats,75.47866311168839
42280,FRANKFURTER,"FRANKFURTER,MEAT & POULTRY,LO FAT",8.4,127,15.5,2.8,0.100000001,0.0,27.814569536423843,51.32450331125828,20.86092715231788,meats,75.25150101707538
42188,FRANKFURTER,"FRANKFURTER,BF & PORK,LO FAT",4.4,154,11.0,10.0,0.0,0.0,11.609498680738788,29.023746701846964,59.36675461741425,meats,69.05322098856213
43130,FRANKFURTER,"FRANKFURTER,MEATLESS",7.7,233,19.6,13.7,3.900000095,0.0,13.24731182795699,33.72043010752688,53.03225806451613,meats,68.46097701614437
7024,FRANKFURTER,"FRANKFURTER,CHICK",2.7,223,15.5,16.2,0.400000006,0.529999971,4.94053064958829,28.36230558096981,66.6971637694419,meats,64.1814053540467
18268,FRENCH TOAST,"FRENCH TOAST,FRZ,RTH",32.1,213,7.4,6.1,1.100000024,0.0,60.31000469704087,13.903240958196337,25.7867543447628,bakedGoods,64.17734888797874
18269,FRENCH TOAST,"FRENCH TOAST,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",25.0,229,7.7,10.8,0.0,0.0,43.85964912280701,13.508771929824562,42.63157894736842,bakedGoods,61.16745111017988
19247,FROSTINGS,"FROSTINGS,WHITE,FLUFFY,DRY MIX,PREP W/H2O",62.6,244,1.5,0.0,0.0,0.0,97.65990639625586,2.3400936037441498,0.0,sweets,59.56109057939832
19241,FROSTINGS,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER",70.8,404,1.1,12.9,1.799999952,0.0,70.15110230369086,1.0899182561307903,28.75897944017835,sweets,44.4142465534508
19227,FROSTINGS,"FROSTINGS,COCONUT-NUT,RTE",52.7,433,1.5,24.0,2.5,40.0,48.70609981515712,1.3863216266173752,49.90757855822551,sweets,23.78306057562707
19226,FROSTINGS,"FROSTINGS,CHOC,CREAMY,RTE",63.2,397,1.1,17.6,0.899999976,57.70000076,60.82771896053898,1.0587102983638117,38.113570741097206,sweets,19.84828824454135
19230,FROSTINGS,"FROSTINGS,VANILLA,CREAMY,RTE",67.9,418,0.0,16.2,0.0,63.09999847,65.06947771921419,0.0,34.930522280785816,sweets,15.175240372229789
19892,FROZEN NOVELTIES,"FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS",11.9,49,1.4,2.3,7.5,0.430000007,64.41136671177267,7.577807848443842,28.01082543978349,sweets,79.46616917389503
19217,FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",6.2,24,0.5,0.1,0.0,0.0,89.53068592057762,7.220216606498194,3.249097472924188,sweets,76.89842620707614
43514,FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,POP,W/ LO CAL SWTNR",5.9,24,0.0,0.0,0.0,1.519999981,100.0,0.0,0.0,sweets,76.06279422149808
19281,FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,ITALIAN,REST-PREP",13.5,53,0.0,0.0,0.0,0.0,100.0,0.0,0.0,sweets,74.32662677143091
19891,FROZEN NOVELTIES,"FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS",14.5,57,1.8,0.9,0.300000012,2.75,79.1268758526603,9.822646657571624,11.050477489768076,sweets,73.73843921113011
9187,FRUIT,"FRUIT,MXD,(PEACH&PEAR&PNAPPL),CND,HVY SYRUP,SOL&LIQUIDS",18.8,72,0.4,0.1,1.0,0.0,96.78249678249678,2.0592020592020592,1.1583011583011582,fruits,73.60457582577656
9189,FRUIT,"FRUIT,MXD,(PCH, CHER-SWT & SR, RASPB, GRAPE, BOYS),FRZ,SWTND",24.2,98,1.4,0.2,1.899999976,0.0,92.89827255278313,5.374280230326296,1.727447216890595,fruits,72.54178172165234
9188,FRUIT,"FRUIT,MXD,(PRUNE&APRICOT&PEAR),DRIED",64.1,243,2.5,0.5,7.800000191,0.0,94.64747139165743,3.69139904023625,1.6611295681063123,fruits,65.06977151346838
9102,FRUIT SALAD,"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",7.9,30,0.3,0.1,1.0,0.0,93.76854599406528,3.560830860534124,2.6706231454005933,fruits,76.9633296628653
9103,FRUIT SALAD,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",13.1,50,0.5,0.0,1.0,0.0,96.32352941176472,3.6764705882352944,0.0,fruits,75.46243724774111
9104,FRUIT SALAD,"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",15.1,58,0.3,0.1,1.0,0.0,96.64,1.92,1.44,fruits,74.69170871024491
9325,FRUIT SALAD,"FRUIT SALAD,TROPICAL,CND,HVY SYRUP,SOL&LIQUIDS",22.4,86,0.4,0.1,1.299999952,0.0,97.28555917481,1.737242128121607,0.977198697068404,fruits,72.66347568568017
9106,FRUIT SALAD,"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",22.8,88,0.3,0.1,1.0,0.0,97.74919614147908,1.2861736334405145,0.9646302250803858,fruits,72.25782911815162
35157,Fish,"Fish, salmon, red, canned, bones removed (Alaska Native)",0.0,161,27.3,5.8,0.0,0.0,0.0,67.65799256505576,32.34200743494424,fish,77.44199264931031
35158,Fish,"Fish, whitefish, eggs (Alaska Native)",4.9,104,14.7,2.9,0.0,0.0,18.75598086124402,56.26794258373206,24.976076555023923,fish,76.63881238391953
35165,Fish,"Fish, whitefish, dried (Alaska Native)",0.0,371,62.4,13.4,0.0,0.0,0.0,67.42301458670988,32.57698541329012,fish,75.64092175116127
35151,Fish,"Fish, salmon, sockeye (red), raw (Alaska Native)",0.0,153,21.9,7.3,0.0,0.0,0.0,57.14285714285714,42.85714285714285,fish,75.09735530892712
11215,GARLIC,"GARLIC,RAW",33.1,149,6.4,0.5,2.099999905,1.0,81.47692307692309,15.753846153846156,2.769230769230769,vegetables,70.48920988623888
12129,GINKGO NUTS,"GINKGO NUTS,CANNED",22.1,111,2.3,1.6,9.300000191,0.0,78.92857142857143,8.214285714285714,12.857142857142856,nutsAndSeeds,76.38731161670215
12127,GINKGO NUTS,"GINKGO NUTS,RAW",37.6,182,4.3,1.7,0.0,0.0,82.23072717331875,9.404045926735922,8.365226899945325,nutsAndSeeds,65.54032144397415
