category,description,carbohydrate,protein,fat,kilocalories,feedback,generic_category,carb_percentage,fat_percentage,protein_percentage,nutritional_score,original_category
CHEESE,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",6.7,10.3,0.3,72,rifiutato,dairy,37.9066478076379,3.8189533239038185,58.27439886845828,76.97549905109025,CHEESE
CHEESE,"CHEESE,SWISS,LOW FAT",3.4,28.4,5.1,179,approvato,dairy,7.856730213749278,26.51646447140381,65.6268053148469,76.14797998207123,CHEESE
BOYSENBERRIES,"BOYSENBERRIES,FRZ,UNSWTND",12.2,1.1,0.3,50,approvato,fruits,87.29874776386404,4.83005366726297,7.8711985688729875,75.67743012336493,BOYSENBERRIES
BOYSENBERRIES,"BOYSENBERRIES,CND,HVY SYRUP",22.3,1.0,0.1,88,approvato,fruits,94.79277364505845,0.9564293304994684,4.2507970244420825,73.63702749201286,BOYSENBERRIES
PERSIMMONS,"PERSIMMONS,JAPANESE,RAW",18.6,0.6,0.2,70,approvato,fruits,94.65648854961832,2.2900763358778624,3.0534351145038165,70.44458886990843,PERSIMMONS
PERSIMMONS,"PERSIMMONS,NATIVE,RAW",33.5,0.8,0.4,127,approvato,fruits,95.17045454545456,2.5568181818181825,2.272727272727273,68.61512266198534,PERSIMMONS
PERSIMMONS,"PERSIMMONS,JAPANESE,DRIED",73.4,1.4,0.6,274,approvato,fruits,96.3887065003283,1.7728168089297436,1.8384766907419563,66.34350170936493,PERSIMMONS
GARLIC,"GARLIC,RAW",33.1,6.4,0.5,149,approvato,vegetables,81.47692307692309,2.769230769230769,15.753846153846156,70.48920988623888,GARLIC
FIGS,"FIGS,CND,H2O PK,SOL&LIQUIDS",14.0,0.4,0.1,53,approvato,fruits,95.72649572649571,1.5384615384615383,2.735042735042735,71.14230101915506,FIGS
FIGS,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",27.9,0.4,0.1,107,approvato,fruits,97.80893952673094,0.7887817703768625,1.4022787028922,70.11601507710952,FIGS
FIGS,"FIGS,RAW",19.2,0.8,0.3,74,approvato,fruits,92.8657799274486,3.2648125755743647,3.869407496977025,68.22570189560999,FIGS
BUTTER,"BUTTER,LT,STK,W/SALT",0.0,3.3,55.1,509,approvato,dairy,0.0,97.40718915733648,2.5928108426635235,25.527340949960585,BUTTER
CARAMBOLA,"CARAMBOLA,(STARFRUIT),RAW",6.7,1.0,0.3,31,approvato,fruits,80.0,8.059701492537313,11.940298507462686,76.72805459676867,CARAMBOLA
MORTADELLA,"MORTADELLA,BEEF,PORK",3.0,16.4,25.4,311,approvato,meats,3.919007184846505,74.65708687132593,21.423905943827563,55.1963331775777,MORTADELLA
CAULIFLOWER,"CAULIFLOWER,GRN,CKD,NO SALT ADDED",6.3,3.0,0.3,32,approvato,vegetables,63.15789473684209,6.766917293233081,30.07518796992481,79.5594678632778,CAULIFLOWER
CAULIFLOWER,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",3.2,1.6,0.2,17,approvato,vegetables,60.95238095238095,8.57142857142857,30.476190476190474,79.54324205839266,CAULIFLOWER
CAULIFLOWER,"CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT",3.8,1.6,0.2,19,approvato,vegetables,64.95726495726495,7.692307692307692,27.35042735042735,79.14165194841348,CAULIFLOWER
BROADBEANS,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",10.1,4.8,0.5,62,rifiutato,legumes,63.026521060842434,7.020280811232451,29.95319812792512,78.14781766935909,BROADBEANS
BROADBEANS,"BROADBEANS,IMMAT SEEDS,RAW",11.7,5.6,0.6,72,approvato,legumes,62.73458445040214,7.238605898123324,30.02680965147453,78.09102708323626,BROADBEANS
GUAVAS,"GUAVAS,STRAWBERRY,RAW",17.4,0.6,0.6,69,approvato,fruits,89.92248062015503,6.97674418604651,3.1007751937984493,76.67937710544604,GUAVAS
PAPAYA NECTAR,"PAPAYA NECTAR,CANNED",14.5,0.2,0.1,57,approvato,fruits,97.15242881072028,1.5075376884422111,1.340033500837521,68.82200250373708,PAPAYA NECTAR
WATERMELON,"WATERMELON,RAW",7.5,0.6,0.1,30,approvato,fruits,90.0900900900901,2.702702702702702,7.207207207207207,74.20493287319896,WATERMELON
CRABAPPLES,"CRABAPPLES,RAW",19.9,0.4,0.3,76,approvato,fruits,94.87485101311086,3.2181168057210967,1.9070321811680573,72.5823463970974,CRABAPPLES
VEAL,"VEAL,LEG (TOP RND),LN,RAW",0.0,21.3,1.8,107,approvato,meats,0.0,15.976331360946745,84.02366863905326,79.8758722414036,VEAL
VEAL,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD",0.0,34.9,4.3,188,approvato,meats,0.0,21.704991587212564,78.29500841278744,79.31607993522213,VEAL
VEAL,"VEAL,LEG (TOP RND),LN,CKD,RSTD",0.0,28.1,3.4,150,approvato,meats,0.0,21.3986013986014,78.60139860139861,79.30796700324849,VEAL
VEAL,"VEAL,SHLDR,ARM,LN,RAW",0.0,20.0,2.2,105,approvato,meats,0.0,19.83967935871744,80.16032064128257,79.30796700324849,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",0.0,24.1,2.9,129,approvato,meats,0.0,21.30612244897959,78.6938775510204,79.18627302364382,VEAL
VEAL,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW",0.0,20.3,2.5,109,approvato,meats,0.0,21.697203471552555,78.30279652844744,79.05646611206552,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",0.0,18.3,2.2,98,approvato,meats,0.0,21.290322580645164,78.70967741935485,79.04835318009188,VEAL
VEAL,"VEAL,SIRLOIN,LN,RAW",0.0,20.2,2.6,110,approvato,meats,0.0,22.456813819577736,77.54318618042227,78.90232040456628,VEAL
VEAL,"VEAL,SHANK (FORE&HIND),LN,CKD,BRSD",0.0,32.2,4.3,177,approvato,meats,0.0,23.104477611940297,76.89552238805972,78.89420747259264,VEAL
VEAL,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED",0.0,33.2,4.6,183,approvato,meats,0.0,23.765786452353613,76.23421354764638,78.82119108482983,VEAL
VEAL,"VEAL,LEG (TOP RND),LN,CKD,BRSD",0.0,36.7,5.1,203,approvato,meats,0.0,23.819408406850023,76.18059159314997,78.78062642496161,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD",0.0,22.7,3.1,125,approvato,meats,0.0,23.50463352990733,76.49536647009266,78.78062642496161,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",0.0,16.3,2.3,90,approvato,meats,0.0,24.097788125727583,75.90221187427241,78.69949710522518,VEAL
VEAL,"VEAL,COMP OF RTL CUTS,LN,RAW",0.0,20.2,2.9,112,approvato,meats,0.0,24.415341440598688,75.5846585594013,78.6670453773306,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",0.0,18.7,2.6,104,approvato,meats,0.0,23.828920570264767,76.17107942973523,78.65893244535695,VEAL
VEAL,"VEAL,LEG (TOP RND),LN&FAT,RAW",0.0,21.0,3.1,117,approvato,meats,0.0,24.93297587131368,75.06702412868633,78.60214192154145,VEAL
VEAL,"VEAL,SHANK (FORE&HIND),LN,RAW",0.0,19.3,2.8,108,approvato,meats,0.0,24.609375,75.390625,78.5778031256205,VEAL
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN,RAW",0.0,19.8,3.0,112,approvato,meats,0.0,25.42372881355932,74.57627118644068,78.4479962140422,VEAL
VEAL,"VEAL,SHLDR,ARM,LN,CKD,BRSD",0.0,35.7,5.3,201,approvato,meats,0.0,25.039370078740152,74.96062992125985,78.40743155417398,VEAL
VEAL,"VEAL,LOIN,LN,RAW",0.0,20.2,3.3,116,approvato,meats,0.0,26.877828054298643,73.12217194570135,78.2451729147011,VEAL
VEAL,"VEAL,SHLDR,BLADE,LN,RAW",0.0,19.6,3.3,113,approvato,meats,0.0,27.4745605920444,72.52543940795559,78.19649532285922,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",0.0,17.2,3.1,101,approvato,meats,0.0,28.852119958634955,71.14788004136504,78.05046254733364,VEAL
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,RSTD",0.0,27.7,4.7,160,approvato,meats,0.0,27.629000653167868,72.37099934683214,77.98555909154447,VEAL
VEAL,"VEAL,SHANK (FORE&HIND),LN&FAT,RAW",0.0,19.1,3.5,113,approvato,meats,0.0,29.19369786839666,70.80630213160333,77.90442977180804,VEAL
VEAL,"VEAL,RIB,LN,RAW",0.0,20.0,3.9,120,approvato,meats,0.0,30.49522154648132,69.50477845351868,77.677267676546,VEAL
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD",0.0,36.2,6.3,211,approvato,meats,0.0,28.138957816377168,71.86104218362284,77.59613835680955,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",0.8,15.8,3.1,99,approvato,meats,3.393425238600212,29.5864262990456,67.02014846235417,77.5312349010204,VEAL
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD",0.0,33.7,6.1,199,approvato,meats,0.0,28.94043226146547,71.05956773853453,77.40142798944208,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,HEART,RAW",0.1,17.2,4.0,110,approvato,meats,0.3802281368821292,34.22053231939163,65.39923954372622,77.10124950641725,VEAL
VEAL,"VEAL,SIRLOIN,LN,CKD,BRSD",0.0,34.0,6.5,204,approvato,meats,0.0,30.077120822622103,69.9228791773779,77.04445898260174,VEAL
VEAL,"VEAL,SHANK (FORE&HIND),LN&FAT,CKD,BRSD",0.0,31.5,6.2,191,approvato,meats,0.0,30.69306930693069,69.3069306930693,76.95521673089165,VEAL
VEAL,"VEAL,SHLDR,BLADE,LN,CKD,BRSD",0.0,32.7,6.5,198,approvato,meats,0.0,30.90332805071316,69.09667194928684,76.89842620707614,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,BRSD",0.0,26.3,5.7,163,approvato,meats,0.0,32.77955271565495,67.22044728434506,76.8172968873397,VEAL
VEAL,"VEAL,COMP OF RTL CUTS,LN,CKD",0.0,31.9,6.6,196,rifiutato,meats,0.0,31.76470588235294,68.23529411764706,76.64692531589317,VEAL
VEAL,"VEAL,SHLDR,ARM,LN,CKD,RSTD",0.0,26.1,5.8,164,approvato,meats,0.0,33.33333333333333,66.66666666666667,76.61447358799859,VEAL
VEAL,"VEAL,SIRLOIN,LN,CKD,RSTD",0.0,26.3,6.2,168,approvato,meats,0.0,34.6583850931677,65.3416149068323,76.28995630905283,VEAL
VEAL,"VEAL,SHLDR,BLADE,LN&FAT,RAW",0.0,19.2,5.2,129,approvato,meats,0.0,37.86407766990292,62.135922330097095,76.24127871721096,VEAL
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,RAW",0.0,19.3,5.3,130,approvato,meats,0.0,38.19055244195356,61.80944755804644,76.18448819339545,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD",0.1,29.1,6.8,186,approvato,meats,0.2247191011235955,34.38202247191011,65.3932584269663,76.0465683498435,VEAL
VEAL,"VEAL,SHLDR,ARM,LN&FAT,RAW",0.0,19.3,5.4,132,approvato,meats,0.0,38.63275039745628,61.36724960254372,75.99789075800163,VEAL
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD",0.0,25.8,6.6,170,approvato,meats,0.0,36.53136531365313,63.46863468634687,75.78695452668688,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,RAW",2.9,19.9,4.8,140,approvato,meats,8.630952380952381,32.142857142857146,59.22619047619048,75.78695452668688,VEAL
VEAL,"VEAL,RIB,LN,CKD,BRSD",0.0,34.4,7.8,218,approvato,meats,0.0,33.78248315688162,66.21751684311837,75.78695452668687,VEAL
VEAL,"VEAL,LOIN,LN,CKD,RSTD",0.0,26.3,6.9,175,approvato,meats,0.0,37.11894799760909,62.88105200239092,75.5516794994512,VEAL
VEAL,"VEAL,SHLDR,BLADE,LN,CKD,RSTD",0.0,25.6,6.9,171,approvato,meats,0.0,37.75075987841945,62.24924012158055,75.5354536355039,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD",3.8,28.4,6.3,192,approvato,meats,8.194070080862534,30.56603773584906,61.23989218328841,75.34074326813644,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",1.9,17.2,5.5,131,approvato,meats,6.036536934074663,39.31691818903892,54.646544876886416,75.03245185313796,VEAL
VEAL,"VEAL,RIB,LN,CKD,RSTD",0.0,25.8,7.4,177,approvato,meats,0.0,39.2226148409894,60.7773851590106,75.02433892116431,VEAL
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,NOT BREADED",0.0,31.8,8.3,211,approvato,meats,0.0,36.99851411589896,63.00148588410104,74.9675483973488,VEAL
VEAL,"VEAL,COMP OF RTL CUTS,LN&FAT,RAW",0.0,19.4,6.8,144,approvato,meats,0.0,44.09221902017291,55.907780979827095,74.73227337011312,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED",4.5,27.4,6.5,193,approvato,meats,9.672219236969372,31.43471252015046,58.893068242880176,74.72416043813948,VEAL
VEAL,"VEAL,GROUND,CKD,BRLD",0.0,24.4,7.6,172,approvato,meats,0.0,41.20481927710843,58.79518072289156,74.69982164221854,VEAL
VEAL,"VEAL,LOIN,LN,CKD,BRSD",0.0,33.6,9.2,226,approvato,meats,0.0,38.12154696132597,61.87845303867404,74.40775609116736,VEAL
VEAL,"VEAL,SHLDR,ARM,LN&FAT,CKD,RSTD",0.0,25.5,8.2,183,approvato,meats,0.0,41.979522184300336,58.02047781569966,74.1968198598526,VEAL
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,RSTD",0.0,25.3,8.4,184,approvato,meats,0.0,42.76018099547512,57.23981900452488,73.96965776459055,VEAL
VEAL,"VEAL,SIRLOIN,LN&FAT,RAW",0.0,19.1,7.8,152,approvato,meats,0.0,47.885402455661655,52.11459754433834,73.69381807748665,VEAL
VEAL,"VEAL,SHLDR,BLADE,LN&FAT,CKD,RSTD",0.0,25.1,8.7,186,approvato,meats,0.0,43.8164521544488,56.18354784555121,73.63702755367115,VEAL
VEAL,"VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD",0.0,33.6,10.2,236,approvato,meats,0.0,40.58355437665783,59.41644562334218,73.3530749345936,VEAL
VEAL,"VEAL,BREAST,WHL,BNLESS,LN,CKD,BRSD",0.0,30.3,9.8,218,approvato,meats,0.0,42.12034383954155,57.879656160458445,73.30439734275173,VEAL
VEAL,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD",0.0,32.1,10.1,228,approvato,meats,0.0,41.4500683994528,58.5499316005472,73.29628441077809,VEAL
VEAL,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED",9.8,28.4,6.3,216,approvato,meats,18.711217183770884,27.06443914081145,54.224343675417664,73.29222794957789,VEAL
VEAL,"VEAL,SHLDR,BLADE,LN&FAT,CKD,BRSD",0.0,31.3,10.1,225,approvato,meats,0.0,42.06385932438685,57.936140675613146,73.15025163525249,VEAL
VEAL,"VEAL,RIB,LN&FAT,RAW",0.0,18.9,9.0,162,approvato,meats,0.0,51.72413793103448,48.27586206896552,72.4931041453873,VEAL
VEAL,"VEAL,LOIN,LN&FAT,RAW",0.0,18.9,9.1,163,approvato,meats,0.0,51.99999999999999,48.0,72.38763602972992,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,BRSD",0.0,25.9,10.1,202,approvato,meats,0.0,46.73521850899742,53.264781491002566,72.38763602972992,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",0.0,10.3,8.2,118,approvato,meats,0.0,64.17391304347827,35.82608695652174,72.0712316827578,VEAL
VEAL,"VEAL,SIRLOIN,LN&FAT,CKD,RSTD",0.0,25.1,10.4,202,approvato,meats,0.0,48.24742268041238,51.75257731958764,71.9251989072322,VEAL
VEAL,"VEAL,COMP OF RTL CUTS,LN&FAT,CKD",0.0,30.1,11.4,231,approvato,meats,0.0,46.00896860986548,53.99103139013454,71.76294026775932,VEAL
VEAL,"VEAL,RIB,LN&FAT,CKD,BRSD",0.0,32.4,12.5,251,approvato,meats,0.0,46.468401486988846,53.53159851301115,70.99221173026311,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD",0.0,11.5,9.6,136,rifiutato,meats,0.0,65.25679758308158,34.74320241691844,70.85429188671115,VEAL
VEAL,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED",9.9,27.3,9.2,238,rifiutato,meats,17.098445595854923,35.75129533678756,47.15025906735751,70.33100778503903,VEAL
VEAL,"VEAL,SIRLOIN,LN&FAT,CKD,BRSD",0.0,31.3,13.1,252,rifiutato,meats,0.0,48.49856026326614,51.50143973673386,70.22959612474054,VEAL
VEAL,"VEAL,LOIN,LN&FAT,CKD,RSTD",0.0,24.8,12.3,217,approvato,meats,0.0,52.73939971414959,47.26060028585041,70.09978921316224,VEAL
VEAL,"VEAL,BREAST,POINT HALF,BNLESS,LN&FAT,CKD,BRSD",0.0,28.2,14.2,248,approvato,meats,0.0,53.11720698254364,46.88279301745636,68.77738130145822,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",0.0,29.1,14.6,256,approvato,meats,0.0,53.02663438256658,46.973365617433416,68.46908988645974,VEAL
VEAL,"VEAL,RIB,LN&FAT,CKD,RSTD",0.0,24.0,14.0,228,approvato,meats,0.0,56.75675675675676,43.24324324324324,68.40418643067058,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",0.0,15.0,13.1,182,approvato,meats,0.0,66.27318718381113,33.726812816188875,67.97420103606744,VEAL
VEAL,"VEAL,BREAST,WHL,BNLESS,LN&FAT,RAW",0.0,17.5,14.8,208,approvato,meats,0.0,65.55118110236221,34.44881889763779,66.6680189883107,VEAL
VEAL,"VEAL,BREAST,WHL,BNLESS,LN&FAT,CKD,BRSD",0.0,27.0,16.8,266,approvato,meats,0.0,58.33333333333333,41.66666666666666,66.10011375015561,VEAL
VEAL,"VEAL,LOIN,LN&FAT,CKD,BRSD",0.0,30.2,17.2,284,approvato,meats,0.0,56.16835994194484,43.83164005805516,66.1001137501556,VEAL
VEAL,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED",0.0,14.5,16.8,213,approvato,meats,0.0,72.27533460803059,27.72466539196941,64.31526871595386,VEAL
VEAL,"VEAL,BREAST,PLATE HALF,BNLESS,LN&FAT,CKD,BRSD",0.0,25.9,18.9,282,approvato,meats,0.0,62.14833759590793,37.85166240409208,63.75547640977241,VEAL
VEAL,"VEAL,BREAST,FAT,CKD",0.0,9.4,53.4,521,approvato,meats,0.0,92.74411424160556,7.255885758394444,27.936881746132933,VEAL
VEAL,"VEAL,COMP OF RTL CUTS,FAT,CKD",0.0,9.4,66.7,642,approvato,meats,0.0,94.10565919423108,5.894340805768929,14.883174200539289,VEAL
VEAL,"VEAL,COMP OF RTL CUTS,FAT,RAW",0.0,6.0,67.8,638,approvato,meats,0.0,96.21570482497634,3.7842951750236526,13.284926601731364,VEAL
WHEY,"WHEY,ACID,FLUID",5.1,0.8,0.1,24,approvato,dairy,83.26530612244899,3.673469387755103,13.061224489795922,74.96754844359252,WHEY
WHEY,"WHEY,SWEET,FLUID",5.1,0.8,0.4,27,approvato,dairy,75.0,13.23529411764706,11.764705882352942,74.64303117275969,WHEY
WHEY,"WHEY,ACID,DRIED",73.5,11.7,0.5,339,approvato,dairy,85.14335360556038,1.3032145960034751,13.553431798436142,26.902484156715417,WHEY
KOHLRABI,"KOHLRABI,RAW",6.2,1.7,0.1,27,approvato,vegetables,76.3076923076923,2.769230769230769,20.923076923076923,78.52101257868314,KOHLRABI
KOHLRABI,"KOHLRABI,CKD,BLD,DRND,WO/SALT",6.7,1.8,0.1,29,approvato,vegetables,76.79083094555874,2.5787965616045847,20.63037249283668,76.70371587475655,KOHLRABI
PRUNE JUICE,"PRUNE JUICE,CANNED",17.4,0.6,0.0,71,approvato,fruits,96.66666666666666,0.0,3.333333333333333,67.13451226850385,PRUNE JUICE
SHALLOTS,"SHALLOTS,RAW",16.8,2.5,0.1,72,approvato,vegetables,86.04353393085788,1.1523687580025608,12.804097311139564,73.9777706965642,SHALLOTS
FRENCH TOAST,"FRENCH TOAST,FRZ,RTH",32.1,7.4,6.1,213,approvato,bakedGoods,60.31000469704087,25.7867543447628,13.903240958196337,64.17734888797874,FRENCH TOAST
KOHLRABI,"KOHLRABI,RAW",6.2,1.7,0.1,27,approvato,vegetables,76.3076923076923,2.769230769230769,20.923076923076923,78.52101257868314,KOHLRABI
CHICKPEAS,"CHICKPEAS,MATURE SEEDS,CKD,BLD,W/SALT",27.4,8.9,2.6,164,approvato,legumes,65.00593119810202,13.879003558718864,21.115065243179124,72.00632808783186,CHICKPEAS
PAPAYA NECTAR,"PAPAYA NECTAR,CANNED",14.5,0.2,0.1,57,approvato,fruits,97.15242881072028,1.5075376884422111,1.340033500837521,68.82200250373708,PAPAYA NECTAR
GINKGO NUTS,"GINKGO NUTS,CANNED",22.1,2.3,1.6,111,approvato,nutsAndSeeds,78.92857142857143,12.857142857142856,8.214285714285714,76.38731161670215,GINKGO NUTS
BROADBEANS,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",10.1,4.8,0.5,62,approvato,legumes,63.026521060842434,7.020280811232451,29.95319812792512,78.14781766935909,BROADBEANS
BROADBEANS,"BROADBEANS,IMMAT SEEDS,RAW",11.7,5.6,0.6,72,approvato,legumes,62.73458445040214,7.238605898123324,30.02680965147453,78.09102708323626,BROADBEANS
PUMMELO,"PUMMELO,RAW",9.6,0.8,0.0,38,approvato,fruits,92.3076923076923,0.0,7.6923076923076925,76.58202186010402,PUMMELO
OSCAR MAYER,"OSCAR MAYER,CHICK BREAST (OVEN RSTD,FAT FREE)",1.7,18.3,0.6,85,approvato,meats,7.962529274004683,6.323185011709601,85.71428571428571,80.12737314232209,OSCAR MAYER
OSCAR MAYER,"OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)",1.9,14.6,0.7,72,approvato,meats,10.511756569847856,8.71369294605809,80.77455048409405,79.2755152656184,OSCAR MAYER
OSCAR MAYER,"OSCAR MAYER,TURKEY BREAST (SMOKED,FAT FREE)",3.6,14.9,0.6,80,approvato,meats,18.1360201511335,6.801007556675062,75.06297229219143,78.79685227917338,OSCAR MAYER
MACADAMIA NUTS,"MACADAMIA NUTS,RAW",13.8,7.9,75.8,718,approvato,nutsAndSeeds,7.178153446033811,88.71261378413523,4.109232769830949,9.500244013537248,MACADAMIA NUTS
MACADAMIA NUTS,"MACADAMIA NUTS,DRY RSTD,W/SALT",12.8,7.8,76.1,716,approvato,nutsAndSeeds,6.67274859898345,89.26104522351102,4.0662061775055385,9.325815852949605,MACADAMIA NUTS
MACADAMIA NUTS,"MACADAMIA NUTS,DRY RSTD,WO/SALT",13.4,7.8,76.1,718,approvato,nutsAndSeeds,6.963752111212161,88.98272054047031,4.053527348317527,9.163557213476707,MACADAMIA NUTS
MILK SHAKES,"MILK SHAKES,THICK VANILLA",17.8,3.9,3.0,112,approvato,dairy,62.56590509666081,23.72583479789104,13.708260105448156,63.50803198457627,MILK SHAKES
MILK SHAKES,"MILK SHAKES,THICK CHOC",21.1,3.0,2.7,119,approvato,dairy,69.92543496271747,20.132560066280032,9.942004971002486,61.51225057270248,MILK SHAKES
GROUNDCHERRIES,"GROUNDCHERRIES,(CAPE-GOOSEBERRIES OR POHA),RAW",11.2,1.9,0.7,53,approvato,fruits,76.32027257240205,10.732538330494036,12.947189097103918,75.08112944497982,GROUNDCHERRIES
HORMEL SPAM,"HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED",1.4,15.2,13.9,191,approvato,meats,2.924281984334204,65.32637075718016,31.74934725848564,66.6355672644726,HORMEL SPAM
KUMQUATS,"KUMQUATS,RAW",15.9,1.9,0.9,71,approvato,fruits,80.2017654476671,10.21437578814628,9.583858764186632,73.99399669964828,KUMQUATS
LIVER CHEESE,"LIVER CHEESE,PORK",2.1,15.2,25.6,304,approvato,meats,2.803738317757009,76.90253671562083,20.29372496662216,55.13142972178855,LIVER CHEESE
SOURSOP,"SOURSOP,RAW",16.8,1.0,0.3,66,approvato,fruits,90.9336941813261,3.653585926928281,5.412719891745602,70.33506422547013,SOURSOP
BOYSENBERRIES,"BOYSENBERRIES,FRZ,UNSWTND",12.2,1.1,0.3,50,approvato,fruits,87.29874776386404,4.83005366726297,7.8711985688729875,75.67743012336493,BOYSENBERRIES
PASTA,"PASTA,CORN,COOKED",27.9,2.6,0.7,126,approvato,first dishes,86.98363211223693,4.910366328916601,8.106001558846453,72.61479824895756,PASTA
PASTA,"PASTA,HOMEMADE,MADE WO/EGG,CKD",25.1,4.4,1.0,124,approvato,first dishes,79.05511811023622,7.086614173228346,13.858267716535432,70.46487115197623,PASTA
PASTA,"PASTA,FRESH-REFRIGERATED,SPINACH,CKD",25.0,5.1,0.9,130,approvato,first dishes,77.82101167315176,6.303501945525292,15.875486381322956,70.34317717237157,PASTA
SUGAR-APPLES,"SUGAR-APPLES,(SWEETSOP),RAW",23.6,2.1,0.3,94,approvato,fruits,89.47867298578198,2.5592417061611368,7.962085308056871,74.8052898195342,SUGAR-APPLES
RASPBERRIES,"RASPBERRIES,RAW",11.9,1.2,0.7,52,approvato,fruits,81.09028960817717,10.732538330494036,8.177172061328791,77.2472822511137,RASPBERRIES
RASPBERRIES,"RASPBERRIES,WILD (NORTHERN PLAINS INDIANS)",13.8,1.1,0.3,62,approvato,fruits,88.60353130016051,4.333868378812198,7.062600321027287,76.67937705920232,RASPBERRIES
RASPBERRIES,"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS",23.4,0.8,0.1,91,approvato,fruits,95.80348004094164,0.9211873080859776,3.2753326509723646,65.61333801557599,RASPBERRIES
SALAD DRSNG,"SALAD DRSNG,SWT&SOUR",3.7,0.1,0.0,15,approvato,oilsFats,97.36842105263158,0.0,2.631578947368421,75.95732607866238,SALAD DRSNG
SALAD DRSNG,"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE",8.8,1.0,0.9,47,approvato,oilsFats,74.4186046511628,17.124735729386888,8.456659619450315,71.88057764240264,SALAD DRSNG
SALAD DRSNG,"SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG",11.0,1.4,0.9,62,approvato,oilsFats,76.25649913344887,14.038128249566723,9.7053726169844,71.83595668627012,SALAD DRSNG
MANGOSTEEN,"MANGOSTEEN,CND,SYRUP PK",17.9,0.4,0.6,73,approvato,fruits,91.0941475826972,6.870229007633588,2.035623409669211,73.92098014159504,MANGOSTEEN
CRANBERRIES,"CRANBERRIES,WILD,BUSH,RAW (ALASKA NATIVE)",12.3,1.1,0.2,55,approvato,fruits,88.80866425992781,3.249097472924188,7.9422382671480145,78.99967546428441,CRANBERRIES
